ID,N,PF,PRF,RF,SF,SPF,SRF,SPRF
310,0.001696,0.000131,-0.000761,0.005316,0.002921,-0.002551,-0.000546,0.003542
311,0.002202,0.004621,0.000703,0.006955,-0.00173,-0.003183,0.005425,-0.000995
312,0.000898,0.000196,0.003518,-0.000175,0.00016,2.91E-05,-0.006298,0.001374
313,0.00246,0.003505,-0.002743,-0.004508,0.006277,0.010284,0.01298,0.001993
314,-0.000394,-0.002753,0.006704,0.000167,0.000672,0.001715,-0.006015,0.008536
315,0.003856,0.004878,-0.003749,-0.00179,0.00349,-0.002581,-0.001652,-0.001604
316,-0.000917,0.002058,0.001967,0.010947,-0.005901,0.000409,0.003275,-0.002722
317,0.004639,0.000839,0.006483,-0.000537,0.007604,0.004401,0.003127,0.001952
318,-0.001224,-0.001942,-0.00488,0.005952,-0.001378,0.002386,0.002609,0.005041
319,0.004057,0.005275,0.007701,-0.004843,0.003685,-0.000119,-0.003752,0.003676
320,0.001911,0.000421,-0.005293,0.00263,-0.001391,0.001836,0.005372,-0.003098
321,-0.000985,0.002352,0.007268,-0.002413,0.007152,0.001718,-0.000635,0.003083
322,0.002315,0.000783,-0.004519,0.005313,-0.003849,0.006124,0.004506,0.002998
323,0.001007,0.000476,0.004456,0.000198,0.003607,-0.001521,-0.001948,0.002984
324,0.004734,0.003428,0.00621,0.00554,-0.001631,-0.000224,0.000205,-0.003231
325,-0.000714,0.001113,-0.006625,0.000429,0.002859,0.004458,0.00443,0.001378
326,0.002926,-0.000425,0.011398,-0.001111,0.00262,-2.54E-05,0.004507,0.00579
327,-0.000316,0.003861,-0.011189,0.002322,0.001233,0.002814,-0.001605,0.001935
328,0.002621,-0.000134,0.008481,0.000143,0.004556,0.000397,-0.001469,0.000225
329,0.00066,0.002464,0.001363,0.001525,-0.002995,0.00269,0.002218,-0.001033
330,0.000912,0.002723,-0.000527,0.002853,0.00332,0.00127,0.001114,0.006566
331,0.004117,0.00172,0.00672,0.002664,-0.002027,0.00259,0.000901,-0.001604
332,0.001858,-0.003737,-0.00594,0.002049,0.005629,0.001163,0.003785,0.00252
333,0.001046,0.006469,0.009591,0.000153,0.003088,0.001059,0.000113,0.00348
334,2.33E-05,-0.000123,-0.009607,-0.000653,-0.004306,0.000401,0.001277,0.001352
335,0.000837,0.004006,0.010748,0.000795,0.00917,0.008081,-0.000672,-0.00063
336,0.002625,-0.003676,-0.004323,0.002751,-0.004962,0.000675,-0.001909,0.002412
337,0.001763,0.005353,0.006366,0.002522,0.003572,-0.003014,0.011561,0.003652
338,0.003715,0.002361,0.005295,0.006043,-0.001762,-0.002027,-0.004852,-0.001277
339,0.000605,0.000855,-0.012157,-0.001513,0.004348,0.006575,0.001563,4.34E-05
340,0.001921,-0.002986,0.014588,8.04E-05,0.002537,0.00592,0.00231,0.008635
341,-0.002537,0.003416,-0.009821,-0.001866,0.001621,0.000698,0.005805,-0.000379
342,0.004251,0.007499,0.008223,0.00279,-0.003026,-0.001081,-0.004259,-0.00429
343,0.001281,-0.003971,0.000887,0.00273,0.007124,4.60E-05,-0.002284,0.002497
344,0.003575,0.002958,0.000795,0.005854,-0.004371,0.003175,0.006001,0.007328
345,0.000554,-0.000365,0.004775,0.000202,0.005591,-0.000956,-0.000537,0.00099
346,0.00216,0.004565,-0.006046,0.001053,-0.0008,0.00657,0.007995,0.000221
347,0.000948,-0.001019,0.008434,-0.001832,0.005169,-0.000266,-0.004958,0.001387
348,0.0009,0.002641,-0.005481,0.000638,-0.002229,0.006236,0.007023,0.002328
349,0.000676,-0.000507,0.005184,0.002037,0.00468,-0.003763,-0.009917,0.00286
350,0.002375,0.005612,0.003998,0.004726,-0.001728,0.002909,0.007512,-0.002123
351,0.002575,-0.001452,-0.006556,0.00117,0.003468,-0.002049,-0.002877,0.004452
352,0.003146,0.001775,0.013348,0.001667,-0.001753,0.005104,0.009103,-0.000505
353,0.000766,0.004998,-0.008804,0.00115,0.006076,0.004138,-0.00519,0.00574
354,6.29E-05,-0.006745,0.007887,0.001105,0.001383,0.002348,0.007298,-0.000788
355,0.001068,0.010162,-0.005126,0.002489,-0.002444,-0.000135,2.20E-05,0.0017
356,0.001685,-0.001578,0.004909,-0.00356,0.003828,-0.002898,0.003686,0.000358
357,0.003103,0.00321,-0.000337,0.005329,-0.000237,0.006098,-0.009637,0.003956
358,0.001128,-0.002425,0.001934,0.001674,0.003553,0.002607,0.003431,-0.001009
359,0.002806,0.002419,0.006559,0.004356,-1.76E-05,-0.000772,0.00953,0.002268
360,0.000615,0.004215,-0.005166,-0.001297,0.002477,0.002517,0.004619,0.005016
361,0.001826,0.000753,0.009947,0.001857,0.001307,-0.000826,-0.006574,0.000775
362,0.000212,-0.000804,-0.009776,0.001218,0.00232,0.008402,-0.002566,-0.00242
363,0.001051,0.002771,0.005483,-0.000233,-0.000292,-0.003731,0.004437,0.003465
364,0.003276,0.003356,0.005469,0.000263,0.000495,0.002525,0.005755,0.003811
365,0.002758,0.001511,-0.006,0.003751,0.003579,-0.000406,-0.00342,-0.000416
366,0.001213,-0.002976,0.015032,0.004852,0.001661,0.006324,-0.001026,0.00067
367,0.001521,0.004176,-0.014438,0.002119,0.003096,-0.000408,0.004417,0.006186
368,0.000228,0.002532,0.015883,-0.001654,-0.00211,0.004884,0.006654,0.00228
369,0.000825,0.002389,-0.014002,-0.000196,0.001122,-0.005708,-0.00418,-0.003263
370,0.00147,-0.001957,0.012941,0.000444,0.004342,0.007008,-3.39E-05,-0.000586
371,0.004286,0.005935,-0.005747,0.005703,-0.001185,0.002275,0.003399,0.005357
372,0.002018,-0.005106,0.006535,0.001828,0.002934,-0.000334,0.002576,0.003979
373,0.000447,0.009589,0.000894,0.000357,0.002311,0.000982,-9.43E-05,0.000295
374,0.000527,-0.006417,-0.002048,0.000912,-0.000224,0.002441,-0.000177,-0.001766
375,0.001693,0.007006,0.011008,0.002501,0.004824,0.006241,0.00391,0.003008
376,0.00043,-0.000565,-0.011691,0.00215,-0.003661,-0.002291,0.003231,0.003939
377,0.005642,0.001633,0.01083,-0.000788,0.002913,-0.002627,-0.000326,0.00034
378,-0.002931,0.003263,-0.006581,-0.004306,0.000704,0.002408,-0.002807,0.001002
379,0.004921,-0.001955,0.009793,0.009657,0.007925,0.010235,0.003025,0.003959
380,0.00064,0.004516,-0.004121,0.00435,-0.002214,-0.002794,0.002752,0.003186
381,0.00284,-0.001821,0.00486,0.001205,0.000123,0.0008,0.000248,-0.001078
382,-0.000927,0.005727,0.001718,-0.004551,0.000749,-0.000205,0.000444,-0.001528
383,0.001463,0.000489,-0.000436,0.002026,-0.003844,0.004548,0.001915,0.005049
384,0.002079,-0.000826,-0.001179,0.001873,0.014441,0.001841,0.004673,0.00162
385,0.00317,0.005032,0.002369,0.002494,-0.007102,0.00175,0.000298,0.002458
386,0.001526,-0.000813,0.001893,0.002164,0.004405,-0.00244,-0.016949,0.000134
387,0.000676,0.002237,0.003203,0.005646,0.002024,0.007418,0.032668,0.004673
388,0.001531,0.001113,0.000654,0.000765,0.001334,0.000725,-0.018975,-0.001774
389,0.001698,0.001272,0.003095,-0.002167,-0.004719,0.001896,0.028943,0.000828
390,0.00234,0.003036,-0.000543,-0.001588,0.00524,-0.000588,-0.03575,0.0033
391,-0.000526,-0.002713,0.001899,-0.002106,0.006042,-0.002014,-0.002035,0.003262
392,0.00267,0.007994,0.001264,0.01256,-0.003367,0.008458,0.023444,0.001098
393,0.004932,-0.006216,-0.001283,0.003665,0.0093,0.000236,0.01361,-0.001136
394,-0.00216,0.008675,0.006334,-0.004027,-0.012242,-0.000322,0.007207,0.005339
395,0.002742,3.82E-05,-0.001065,-0.001017,0.012971,-0.000168,-0.038055,0.002269
396,0.000858,0.000444,0.003734,0.001105,-0.002963,0.005595,-0.004457,-0.001514
397,0.002162,0.00192,-0.001132,0.005546,-0.001921,0.004001,0.022193,-0.001014
398,0.000141,-0.001123,0.001471,-0.003405,0.008281,-0.002242,0.006937,0.006693
399,0.005162,0.005794,0.002251,0.006478,-0.00179,-0.001141,0.008751,0.004612
400,-0.002424,-0.003608,-0.001237,0.003002,0.00316,0.003978,-0.008928,-0.006343
401,0.005209,0.006413,0.00463,0.00268,5.51E-05,0.006513,0.013355,0.007645
402,0.000221,-0.0038,0.001726,-0.003638,0.000838,0.00157,-0.020854,-0.001078
403,-0.000394,0.008891,0.004937,0.001571,0.001682,-0.00512,-0.000116,0.005316
404,0.004078,-0.002119,-0.004003,0.001611,-0.000552,0.004494,-0.000807,-0.003085
405,0.000235,-0.000193,0.001532,-0.001518,0.008835,0.005079,0.022083,0.001488
406,0.002438,0.00496,0.003383,0.008315,-0.005811,0.001155,0.00231,0.000844
407,0.000621,-0.002583,-0.004239,0.00314,0.004336,-0.00082,-0.000131,0.005235
408,0.003504,0.007612,0.009185,-0.000315,0.003626,-0.003189,-0.005648,0.006367
409,0.000729,-0.004457,-0.004508,-0.003596,-0.005757,0.007724,-0.001377,-0.003537
410,0.000968,0.006913,0.010427,0.000521,0.010071,0.004129,-0.007129,-0.000311
411,-0.000623,-0.003969,-0.006712,0.00441,-0.004516,0.002901,0.005105,-7.93E-05
412,0.007262,0.005843,0.003325,0.003188,0.005281,-0.009032,0.008642,0.008854
413,-0.003288,-0.002034,0.001302,0.001452,-0.001359,0.00845,0.009854,-0.002094
414,0.00427,0.003378,-8.54E-06,0.005277,0.004669,0.002524,-0.006,0.003209
415,-0.000873,0.00134,0.00334,-0.003068,-0.002579,0.003862,0.000223,-0.000155
416,0.003698,-0.000117,0.000833,0.003738,0.003645,-0.004447,-0.00444,0.004932
417,0.002108,0.002827,0.003808,-0.005012,0.001815,0.003971,0.000941,-0.004355
418,0.000514,0.002041,-6.50E-05,0.002104,0.002304,0.003048,9.34E-05,0.008794
419,0.00019,0.001634,-0.000901,0.00663,0.001276,0.006156,0.010053,-0.00809
420,0.002603,-0.000854,0.002228,0.006559,-0.002468,-0.003075,0.003802,0.00986
421,0.002493,0.003092,0.001713,0.00337,0.007763,-0.003023,0.00342,-0.001582
422,0.00207,0.002509,0.003666,-0.011767,-0.002397,0.005614,-0.007627,0.007408
423,-0.001634,0.002758,-0.00087,0.001999,0.003937,0.006518,-0.002196,-0.00257
424,0.006392,-0.002125,0.001726,0.002858,-0.002162,-0.000809,0.001715,0.000293
425,-0.001072,0.002869,0.001202,0.009719,0.007679,-0.002288,0.006323,0.002609
426,-0.000398,0.001541,0.001244,-0.002169,-0.00393,0.001473,0.002106,0.002716
427,0.004289,0.002995,0.000259,0.002718,0.002617,0.007999,0.00254,0.002484
428,0.000155,-0.001495,0.003427,0.001157,0.003113,0.001145,-3.06E-05,-0.002347
429,0.004586,0.004532,0.003819,0.001128,-0.000389,-0.00398,-0.000854,0.008888
430,-0.001808,-0.001391,-0.002621,-0.000741,0.002247,0.000907,-0.000995,-0.004572
431,0.003464,0.004447,0.002023,-0.001381,0.003928,0.007723,-0.001444,0.003714
432,0.001912,-0.001095,0.00068,0.003282,-0.000902,0.001182,0.00556,-0.001847
433,-0.000705,0.002836,0.004684,0.006765,0.001384,0.000411,0.007045,0.00344
434,0.00256,0.001585,-0.001637,0.0056,-0.000817,0.001192,-0.001361,0.007059
435,0.000683,0.002656,0.003839,-0.00028,0.007589,0.002325,-0.001781,-0.000349
436,0.006218,0.000557,0.000151,-0.006033,-0.003734,0.001698,0.001789,0.00113
437,-0.001172,0.002015,0.000957,-0.000315,0.004423,0.000396,0.003988,-0.004519
438,0.000236,-0.000438,0.000815,0.000979,0.001513,0.003389,-0.004,0.004483
439,0.001633,0.00288,0.001437,0.006018,0.001211,0.001511,0.00165,0.005023
440,0.001817,0.003099,0.005845,0.006381,0.000145,0.003876,0.006889,0.006791
441,0.003057,-4.23E-05,-0.004818,0.003372,0.003539,-0.000493,0.004015,-0.009349
442,-0.001126,0.00095,0.001597,-0.000919,-0.004834,0.00091,-0.00221,0.009313
443,0.005768,0.001946,0.008109,-0.004531,0.012984,-0.00178,-0.00848,-0.00149
444,-0.000838,0.001404,-0.00669,-0.000607,-0.008354,0.00422,0.007083,0.002579
445,0.002491,0.003262,0.010186,0.001804,0.009074,0.007582,0.005735,-0.004445
446,-6.96E-05,-0.001282,-0.012018,0.007248,-0.006006,0.001976,7.39E-05,0.007099
447,-0.000616,0.001843,0.022693,0.006043,0.007152,-0.002612,-0.004171,0.003787
448,0.005729,0.002346,-0.021144,0.001272,-0.005522,-0.003474,0.005918,0.004649
449,0.002273,0.001999,0.018164,-0.004608,0.011302,0.007524,0.005016,-0.005229
450,0.000176,0.001867,-0.006167,0.000516,-0.005143,0.002132,-0.001951,0.003018
451,0.001808,-0.00088,-0.009337,0.000658,0.004721,0.000381,-0.009881,-0.00394
452,-2.87E-05,0.004458,0.017175,0.005531,0.000798,0.002288,0.013898,0.006093
453,0.002767,-0.002649,-0.003372,-0.000145,-0.000147,0.005839,0.000931,0.011962
454,-0.001029,0.005179,0.012949,0.004503,0.003777,0.002027,0.006693,-0.005099
455,0.005903,0.002301,-0.019741,-0.000954,-0.002723,-0.009172,-0.013665,0.000985
456,-0.000509,-0.003603,0.010192,0.005636,0.008067,0.004165,0.008368,-0.004417
457,0.004305,0.006785,0.003163,-0.003187,-0.002099,0.005575,0.004556,0.010077
458,-0.002719,-0.001569,-0.002911,0.001141,0.005968,0.008214,-0.004736,-0.0013
459,0.003164,0.004045,0.006453,-0.001393,-0.00945,-0.001955,0.002428,0.001216
460,0.002829,-0.001591,0.000916,0.00667,0.014288,-0.003571,0.002263,0.000245
461,-0.000839,0.002632,0.005704,0.004921,-0.010283,0.002606,0.008509,0.007386
462,0.002051,0.001892,-0.00914,0.000864,0.015277,0.002674,-0.007397,0.000232
463,0.00276,0.004594,0.009236,-0.003406,-0.011345,0.004485,-0.000957,-0.004556
464,0.003484,-0.003652,-0.007268,-0.000975,0.008428,-0.001251,0.003407,0.001381
465,-7.28E-05,0.00425,0.015742,0.00328,0.002693,0.004185,0.005273,0.006796
466,7.72E-05,0.003209,-0.016256,0.004301,-0.004442,0.000436,0.001115,0.003121
467,0.001166,-0.004086,0.017054,0.004925,0.009948,0.005419,-0.003802,-0.000346
468,0.003021,0.00774,-0.007107,0.000585,-0.01189,-0.001745,0.005962,0.001833
469,0.002339,-0.003054,0.006081,-0.001447,0.016737,-0.001436,0.007024,0.002569
470,0.000826,0.007056,-0.002147,-0.001163,-0.007711,0.00443,-0.009923,0.000354
471,0.00147,-0.004645,0.00029,0.00095,0.008067,0.003001,0.002032,0.000634
472,0.003609,0.006733,0.008153,0.003223,-0.006791,0.004059,0.002793,-0.000165
473,-0.000993,-0.001725,-0.006908,0.003931,0.008115,-0.000925,0.008123,0.006935
474,0.00176,-0.001502,0.008277,0.005226,-0.0012,-0.001331,-0.003666,0.001558
475,0.000303,0.009358,-0.003739,0.000702,0.00134,0.004612,0.000336,0.00062
476,0.005041,-0.003894,0.00486,-0.003689,0.002615,0.001196,0.00235,0.001493
477,0.000564,0.004729,0.005849,-0.001364,0.003724,7.01E-05,0.000632,-0.000643
478,0.001882,-0.000107,-0.012413,0.003078,-0.000401,0.005303,0.002659,0.001098
479,0.000348,-0.002044,0.012894,0.005952,0.000452,0.002226,-0.008095,0.001448
480,0.002901,0.005963,-0.004428,0.002597,0.00094,0.005735,0.01345,0.006126
481,-0.001431,-0.001517,0.005468,-0.000727,0.001781,-0.00745,0.005523,0.001391
482,0.003418,0.004814,-0.001677,0.001911,0.002286,0.00279,-0.014811,-2.69E-06
483,0.001014,-0.002238,0.002197,0.001463,0.004747,-9.56E-05,0.014545,0.000499
484,0.006822,0.005924,0.006122,0.002988,0.000972,0.009434,-0.021875,0.003461
485,-0.004508,-0.001732,-0.006919,-0.0062,-0.001667,0.001625,0.036511,0.000995
486,0.003754,0.001469,0.006418,0.003201,-0.000189,0.003179,-0.000187,0.000937
487,-0.000885,1.74E-05,0.000527,0.006629,0.004493,-0.006222,-0.025103,0.003176
488,0.004921,0.005046,0.002115,0.00669,0.001842,0.001843,0.00523,0.00455
489,-0.000402,0.002493,0.001372,-0.004063,0.002011,0.002352,-0.006076,7.07E-05
490,0.001747,-0.002855,-0.002227,-0.001182,0.00142,0.007499,0.031628,-0.006122
491,0.003822,0.00516,0.006346,0.001001,0.003016,0.000368,-0.020459,0.006026
492,-1.83E-05,-0.001366,0.001159,0.00253,-0.001203,-0.003386,0.015313,0.007864
493,0.002101,0.003962,-0.001578,0.000702,-0.001145,0.00838,-0.008776,0.006389
494,-0.000735,-0.002401,0.003001,0.004421,0.004433,-0.006831,0.010824,-0.022788
495,0.001285,0.006808,-0.00079,0.00461,0.003353,0.019796,-0.020835,0.012374
496,0.006268,-0.003378,0.005705,-0.000776,0.001969,-0.0198,0.009094,0.013398
497,-0.000897,0.00446,-0.003707,-0.00147,-0.000309,0.015288,0.006172,0.008375
498,0.002249,0.001329,0.002955,0.000541,0.001433,-0.010772,0.015646,-0.017816
499,-0.000511,0.002547,0.004862,0.003166,0.001742,0.016541,-0.009168,-0.01063
500,0.004441,-0.00297,-0.000238,0.001206,0.000217,-0.008856,-0.000406,0.016771
501,-0.002412,0.006916,0.001484,0.005254,0.003987,0.007594,-0.005074,0.013018
502,0.00453,-0.001397,-0.00032,-0.001263,-0.000867,0.002031,0.00567,0.006312
503,0.002718,0.002903,-8.26E-05,0.002375,0.004088,-0.001539,0.001135,-0.020263
504,-0.001141,-0.000468,0.008534,-2.15E-05,0.001065,-5.21E-05,0.001231,0.010618
505,0.004973,0.004866,-0.006278,0.000198,0.002882,-0.004327,0.004684,3.80E-06
506,-0.002236,-0.001111,0.006784,0.004133,-0.002529,0.018809,0.002793,0.007974
507,0.002807,0.003479,0.000196,0.00063,0.00176,-0.000685,0.001476,-0.015137
508,0.003542,-0.000707,0.001858,0.003797,0.005601,-0.00157,-0.005127,0.014847
509,-0.00215,0.000814,-0.001791,-0.002425,-0.000644,-0.010721,-0.002422,0.00806
510,0.004152,0.003751,-0.000353,0.005207,0.006193,0.011629,0.004729,0.002349
511,0.00182,0.000798,0.008175,-0.001254,-0.016124,0.002246,0.006451,-0.014551
512,0.002564,0.0016,-0.000413,0.003081,0.015544,0.005176,0.00503,0.003862
513,-0.002613,0.001035,-0.000535,-0.002881,0.01734,-0.003115,-0.006473,0.007882
514,0.004146,0.003594,0.00233,0.007723,-0.028052,0.004826,0.004466,0.005305
515,0.002877,-0.001782,-0.002703,0.002288,0.027043,0.000661,0.001489,-0.005109
516,0.000374,0.002636,0.011734,-6.50E-05,-0.023723,-0.000207,3.37E-05,0.004427
517,0.001642,0.000588,-0.01179,-0.004807,0.015386,-0.001328,-0.002745,0.004654
518,0.000588,0.005332,0.013518,0.002768,0.001443,0.003737,0.003048,0.002315
519,0.003044,-0.003374,-0.008436,0.008552,-0.000242,0.007407,0.007689,-0.006024
520,0.002155,0.005664,0.012068,-0.000447,0.010172,0.00151,0.001876,0.002635
521,0.000692,-0.000937,-0.010567,-0.000387,-0.008822,0.000943,-0.001688,0.004822
522,0.001245,0.002323,0.008709,-0.00029,0.012614,-0.007566,-0.004089,0.006363
523,0.001804,-0.002377,-0.000168,0.005912,-0.017839,0.007053,0.003423,-0.001832
524,0.002534,0.006801,0.001645,-0.001569,0.013052,0.005738,0.001978,0.000883
525,0.000358,-0.000506,0.002986,0.000667,-0.003466,0.000227,0.00248,-2.87E-05
526,0.000426,0.003592,-0.004404,0.000377,0.012607,0.000926,-3.32E-05,0.002642
527,0.005406,-0.001223,0.008807,0.006369,-0.00567,0.00051,0.005849,0.000471
528,-0.001756,0.002564,-0.002086,0.003662,0.006005,0.00577,0.002364,0.002819
529,0.004124,0.003077,0.00163,-0.001711,-0.004269,0.000508,-0.004632,0.003627
530,-0.000248,9.65E-06,0.000122,-0.003246,0.002501,-0.003552,-0.000975,0.002693
531,0.002604,-0.000193,0.002986,0.004776,-0.001247,0.000922,0.001425,-0.001614
532,-0.00022,0.003924,0.002538,0.006011,0.004172,0.009291,0.008601,0.000442
533,0.002608,-0.00066,-0.001251,-0.003569,0.001885,0.00151,0.001644,0.004503
534,0.002245,0.007068,0.004689,0.00114,0.00707,0.004291,-0.000822,0.002409
535,0.002077,-0.004774,-0.002403,0.003811,0.000351,-0.008629,-0.001202,-0.001008
536,0.000722,0.003339,0.005725,0.006592,-0.002833,0.002018,0.0023,0.003765
537,0.000789,0.000883,-0.004255,-0.005692,-0.001562,0.007008,-0.000218,0.003591
538,0.001855,0.00362,0.006124,0.001194,0.003533,0.004732,-0.001602,-0.000339
539,0.002319,0.000828,0.001467,0.00067,0.004074,0.002397,0.004497,-0.001078
540,0.000818,-0.000387,0.001198,0.008235,0.000746,-0.005305,0.010766,0.003937
541,0.002482,0.003176,9.73E-05,0.000401,0.002009,0.004643,-0.004916,0.004249
542,0.001179,0.002671,0.001153,-0.001152,0.006079,-0.001217,-0.003151,-0.00421
543,0.002742,0.00124,0.001567,-0.002968,-0.005639,0.00826,-0.002925,0.005295
544,0.000467,-0.000717,0.00061,0.007597,0.003544,-0.005013,0.009504,0.001743
545,0.001183,0.001634,0.004924,0.006476,-0.002817,0.006731,0.003346,0.002038
546,0.001004,0.002839,-0.00054,-0.004643,0.005853,0.006479,-0.00195,-0.000377
547,0.003303,0.00223,0.004154,-0.001322,0.001961,-0.005824,0.000214,0.004335
548,0.001576,6.94E-05,-0.004846,0.003104,0.005081,0.001502,0.005706,0.000664
549,0.00157,0.001196,0.007495,0.008049,-0.001007,-0.003001,0.000301,-0.00063
550,0.001439,0.001015,-0.007466,-0.003861,-0.002038,0.011727,-0.004954,0.00341
551,0.001079,0.004427,0.011255,0.001316,0.003209,0.001139,0.001192,0.002862
552,0.001878,-0.000548,-0.004647,0.000629,0.00052,0.000331,0.008902,0.002807
553,0.000605,0.00016,0.008459,0.007827,0.003201,-0.003663,0.003329,-0.003291
554,0.002597,0.001683,-0.004339,-0.000818,0.000628,0.004802,-0.004536,0.007252
555,0.001653,0.004612,0.002456,-0.002854,0.003807,0.001981,-0.00044,-0.000349
556,0.002967,-4.10E-05,0.000774,-0.000965,0.001024,0.002518,0.002011,0.000148
557,0.000436,0.003074,-0.002554,0.010451,0.000268,-7.67E-05,0.004759,-0.001495
558,0.001342,-0.003168,0.009324,0.000236,-0.002507,0.002931,-0.0028,0.007275
559,0.000447,0.006074,-0.002677,0.001119,0.005305,0.006286,0.003235,0.003188
560,0.001735,-7.22E-05,0.006303,-0.002678,-0.000309,-0.002174,0.003649,-0.002125
561,0.002598,0.002148,-0.003639,0.007756,0.004111,-0.001279,0.001902,0.000894
562,0.003283,-0.000573,-0.001502,-0.003856,0.003037,0.001701,-0.002657,0.002505
563,0.001418,0.002801,0.008571,0.00124,-0.00492,0.003964,0.001648,0.006789
564,-3.58E-05,0.002925,-0.008058,0.002718,0.00824,0.006242,0.003197,-0.005904
565,0.00029,0.001383,0.0123,0.002945,-0.004501,-0.00234,0.000372,0.004849
566,0.002402,0.000425,-0.005645,0.01117,0.006287,0.001933,0.000356,0.000364
567,0.002087,-0.001827,0.007209,-0.010783,-0.003839,-0.000971,0.003268,0.007616
568,0.00219,0.006893,-0.00234,-0.001345,0.00662,0.006014,0.005558,-0.002103
569,0.002406,-0.000778,-5.66E-05,0.007834,0.000811,-0.002291,-0.00385,-0.000582
570,0.001669,0.003774,0.004515,0.001941,0.00014,0.00376,-0.002857,0.001591
571,0.000388,-0.001948,-0.001396,0.003892,0.001546,-0.000474,0.003201,0.004767
572,0.000697,0.002938,0.004878,-0.006641,0.000101,0.010223,0.0066,0.001615
573,0.000885,0.001531,-0.000291,0.007986,0.000953,-0.003352,0.000314,-0.00078
574,0.002781,0.001503,-0.00044,0.006045,0.007442,-0.000905,-0.00198,0.004559
575,0.003465,0.001697,0.009296,-0.002966,-0.008213,0.00029,0.003873,-0.000133
576,0.002404,-1.24E-05,-0.008824,-0.002815,0.010896,0.004495,-0.000908,0.001185
577,0.00034,0.005034,0.008894,-0.002338,-0.005896,0.003516,0.008711,-0.000773
578,-0.000438,-0.001833,-0.006,0.01432,0.008545,0.000654,-0.022955,0.00425
579,0.001441,0.003957,0.007269,-0.000887,-0.006238,0.002221,0.027345,0.004179
580,0.002556,-0.00252,0.000813,-0.003963,0.007134,0.002256,-0.00391,0.000163
581,0.002525,0.004574,-0.000501,0.005998,-0.001487,-0.001418,0.010425,0.002688
582,0.002289,0.002333,0.001735,0.000364,0.002056,0.001122,-0.001717,0.000334
583,0.001431,0.000953,0.008157,0.002615,0.005288,0.003217,-0.040517,0.002134
584,0.000707,0.0008,-0.008524,-0.00363,-0.007422,0.000683,0.075164,-0.001984
585,0.000754,-0.000745,0.007899,-0.000225,0.011422,0.006012,-0.071853,0.005216
586,0.001868,0.00466,-0.00605,0.012365,-0.007979,-0.00077,0.040168,0.003053
587,0.001715,4.02E-05,0.010198,-0.003125,0.012277,0.002343,-0.01838,0.001633
588,0.002399,0.002709,-0.003413,0.003282,-0.011012,-0.001215,0.038037,2.98E-05
589,0.002024,0.000871,0.004483,-0.002955,0.011887,0.003053,-0.018255,-0.001984
590,0.001926,0.00032,5.77E-05,0.004956,-0.007381,-0.000407,-0.009429,0.006291
591,0.001309,0.004743,-7.02E-05,0.001354,0.007151,0.004569,0.001885,0.000231
592,-7.02E-05,-0.002209,0.002654,-0.003934,0.001271,0.002354,0.006363,0.002553
593,0.001038,0.003719,-0.003353,0.00359,-0.000337,0.002527,0.001289,0.002537
594,0.002868,0.000235,0.006832,0.010671,0.003535,-0.000279,0.001577,0.003073
595,0.003849,0.003922,0.007408,-0.002591,-0.000704,0.002353,0.00833,-0.000394
596,2.46E-05,-0.000668,-0.009938,0.001393,0.000768,-0.001003,0.004988,-0.005025
597,0.00145,0.003051,0.006398,-0.00644,0.002743,0.004196,-0.006128,0.00898
598,0.001678,-0.000527,-0.000406,0.00694,0.001001,0.000892,-0.005075,-0.00097
599,0.000903,0.003716,0.006879,0.002498,0.002145,0.004424,-0.002121,0.00806
600,0.002222,0.000735,-0.004625,0.002667,0.0039,0.000127,0.010382,-0.001663
601,0.000283,0.00046,0.001617,-0.001462,-0.005355,0.001266,0.003702,0.000961
602,0.003305,0.003109,0.005261,0.003306,0.008951,0.001196,0.001983,0.000684
603,0.003316,-0.001626,0.003681,0.004578,-0.008105,0.001092,-0.00439,-0.000893
604,-0.000815,0.005678,-0.005143,0.000503,0.01031,0.002687,0.002686,0.005865
605,0.002248,-0.000173,0.000575,-0.005191,-0.003536,0.001754,-0.001073,-0.002006
606,0.000162,0.00127,0.00918,0.005901,0.007133,0.001387,-0.000264,0.00622
607,0.002762,0.000846,-9.75E-05,0.001508,-0.004106,0.002601,0.001278,7.70E-06
608,0.000707,0.003378,-0.004592,0.005593,0.004278,0.002977,0.007304,0.003878
609,0.004912,-0.000357,0.002727,-0.004091,-0.001407,-0.000516,0.005188,-0.002513
610,-0.000642,0.003359,0.006391,0.006218,0.006138,-0.000275,-0.001798,0.001335
611,0.001087,-0.000516,-0.001409,0.000404,-0.005086,0.003703,-0.003,0.002432
612,0.000585,0.00199,0.001111,0.001204,0.006124,0.004494,0.002051,0.004197
613,0.004948,0.004968,0.001073,-0.004814,0.006082,8.95E-05,0.003834,0.001003
614,-0.000937,-0.003975,0.00662,0.00554,-0.009315,-0.000374,-0.003086,0.002688
615,0.001585,0.00448,-0.007157,0.006525,0.012283,0.002802,0.007116,0.001546
616,0.002242,-0.000496,0.006497,0.000905,-0.009456,0.003665,0.001433,-0.000198
617,0.00278,0.002779,-0.001426,-0.002572,0.006242,0.000163,0.001207,0.000738
618,8.56E-05,0.001738,0.007512,0.000523,0.004183,-2.67E-05,-0.004912,0.001305
619,0.002524,0.000758,-0.004606,0.003481,-0.003496,0.001945,0.002408,0.003791
