ID,N,PF,PRF,RF,SF,SPF,SRF,SPRF
620,0.000928,0.004152,0.003833,0.004669,0.008633,0.005103,0.002462,0.005078
621,0.000238,-0.003003,0.001061,-0.001688,-0.005058,0.0019,0.001833,-0.002425
622,0.004204,0.007033,0.001693,0.000421,0.005051,-0.003313,-0.001352,0.005445
623,0.000105,-0.002381,-5.99E-05,0.004465,-0.005306,0.003012,0.004058,-0.007155
624,0.001892,0.001736,0.001921,0.002779,0.007106,0.004415,0.007212,0.009944
625,0.00438,0.001374,0.002634,0.0007,0.002022,0.003231,-0.004458,-0.011222
626,-0.003806,0.003599,0.001485,-0.004535,0.001818,-0.002098,-0.003055,0.024939
627,0.005818,0.001176,0.001683,0.003644,0.002172,0.000735,0.004881,-0.008074
628,-0.000285,0.000512,-0.000789,0.009036,-0.006569,0.002429,0.004631,-0.006877
629,0.002714,-0.000307,0.002036,0.000177,0.010566,0.004673,0.000559,0.003418
630,-0.001493,0.004538,0.00474,-0.001495,-0.006641,0.002352,-0.001541,0.002256
631,0.006481,0.000985,-0.003155,-0.005856,0.011281,-0.001721,0.005247,0.011521
632,-0.001209,-0.000624,0.002525,0.008837,-0.008363,0.002259,-8.54E-06,-0.011799
633,0.003096,0.004505,0.003666,0.001311,0.009918,0.000785,0.000293,0.016293
634,-0.001349,0.000193,0.001587,0.005559,-0.00497,0.004757,-0.005861,-0.006575
635,0.004891,0.002232,-0.000494,-0.002867,0.004871,-0.000177,0.004516,0.004035
636,-0.003176,0.001451,0.001156,0.005583,-0.001442,0.00171,0.005352,-0.007898
637,0.008381,8.37E-05,0.003129,-0.004465,0.002449,0.002864,0.005067,0.011936
638,-0.002564,0.001323,0.002287,0.004178,0.003781,0.003542,-0.00413,-0.002008
639,0.001908,0.001741,-0.004343,-0.004865,0.001235,-0.000844,-0.000653,0.00604
640,0.001619,0.004228,0.008156,0.009163,-0.000287,-0.002179,0.003353,-0.001884
641,0.003713,-0.000557,-0.000418,0.006498,0.002653,0.00574,0.001685,0.004283
642,-0.00144,0.001649,0.003188,-0.000438,-0.000969,0.003582,-0.001388,-0.004489
643,0.002262,0.000299,-0.005444,-0.006184,0.006014,0.003944,0.0041,0.005251
644,0.002575,0.002716,0.007661,-0.000841,-0.003129,-0.003611,0.009116,0.002287
645,0.000731,0.003362,-0.000154,0.007734,0.006442,1.09E-05,-0.002234,0.003183
646,0.002857,-0.001801,0.000595,0.004684,-0.003479,0.004067,-0.007615,-0.00224
647,0.000494,0.001952,0.000968,-0.004468,0.007039,0.004501,0.000729,0.004661
648,0.002512,0.003406,0.005663,0.006628,-0.004561,0.000138,0.009075,0.002197
649,-0.00047,0.002037,-0.002656,0.00082,0.004749,-8.32E-05,0.002206,0.001208
650,0.003109,-0.000219,0.001657,0.004074,-0.001243,0.003954,-0.002829,-0.00256
651,0.001898,0.00089,0.001962,-0.007254,0.005173,0.00322,-0.0009,0.004122
652,0.001606,0.002276,0.001359,-0.001209,0.002245,-0.000737,0.00686,0.004107
653,0.001174,0.002723,0.004078,0.010531,-0.000772,-0.003016,-0.001481,0.002121
654,0.001834,-0.000448,-0.005009,0.007367,-0.000545,0.005299,-0.002286,-0.002292
655,0.001985,0.004011,0.00846,-0.004243,0.003833,0.004761,-0.000339,0.002819
656,0.001442,-0.002793,-0.002071,-0.000598,0.000842,0.003288,0.007293,0.004933
657,0.000174,0.007724,0.002922,-0.00401,0.002606,-0.002106,0.007601,-0.001106
658,0.002771,-0.001735,-0.001376,0.009257,0.000745,0.001168,-0.005902,-0.001508
659,0.000318,0.000228,0.002898,-0.003774,0.004007,0.000482,7.14E-05,0.002985
660,0.005112,0.001559,0.001247,0.007812,-0.000348,0.003346,0.000249,0.008792
661,0.00054,0.003098,0.000679,0.000275,-0.002742,0.001132,0.002586,0.000104
662,-0.001631,0.002873,0.003594,0.004679,0.007944,0.003044,0.004785,-0.002961
663,0.003948,0.00056,-0.000414,-0.006587,-0.005124,0.005978,-0.001339,-6.05E-05
664,0.000132,0.001138,0.005659,0.002812,0.010446,-0.001486,0.00096,0.0047
665,0.004148,-0.00143,-0.005357,0.001303,-0.005582,-0.000741,0.001024,0.001544
666,-0.001825,0.006426,0.002454,0.004621,0.00602,-0.002414,0.001388,0.002184
667,0.00611,-0.002195,0.005118,0.005686,-0.003877,0.006248,0.003856,0.005988
668,-0.00118,0.003336,2.91E-05,-0.002118,0.004391,0.007479,-0.002588,-0.002253
669,0.003251,0.002474,0.003388,0.003952,0.000127,-0.000974,-0.001082,-0.000229
670,-0.002538,-0.001348,-0.000148,-0.008252,0.006889,0.000789,0.004413,0.002829
671,0.003303,0.005062,0.002444,0.005883,-0.005023,-0.003584,0.001407,0.002933
672,0.003985,-0.001196,-0.003793,0.002367,0.005386,0.005972,0.002962,-0.000195
673,0.000703,0.000738,0.005318,0.005704,0.000609,0.001761,0.005679,0.002988
674,0.001988,0.003043,0.000808,0.000731,0.002158,0.003298,-0.002759,0.005665
675,0.000914,0.00197,0.003268,0.000299,0.000626,-0.002621,-0.002297,-0.001812
676,0.001227,0.002748,0.002282,4.54E-05,-0.001445,0.00715,-0.002925,-0.000352
677,0.000818,-0.000159,-0.002521,0.000106,0.006323,-0.001028,0.010561,-0.001877
678,0.001,0.000119,0.003541,0.00016,0.001661,0.002983,0.002746,0.00875
679,0.003517,0.002487,0.001546,0.001266,0.001012,-0.00486,-0.00411,0.000376
680,0.003291,0.003216,0.000148,0.008153,-0.002257,0.008388,-0.000311,0.003967
681,-0.001409,-0.001467,0.001828,0.00367,0.005906,0.003892,0.008765,-0.001763
682,0.004552,0.004762,0.002527,0.003244,-0.001471,0.000465,-0.004204,0.003221
683,-0.002477,-0.000903,0.002479,-0.012496,0.002511,-0.002993,0.004072,0.000432
684,0.00273,0.004695,-0.001323,0.002571,0.002239,-0.000418,-0.007872,0.001481
685,0.003947,-0.002483,0.002892,0.003737,0.003472,0.0102,0.004935,0.000795
686,-0.00247,0.003049,0.000331,0.010538,0.001872,9.28E-05,0.005793,0.001361
687,0.007211,-4.17E-05,0.003215,-0.001667,-0.001903,0.000167,0.006998,0.007675
688,-0.001378,0.004902,-0.002614,0.001737,0.002968,-0.003074,-0.001786,-0.000972
689,0.004291,0.001764,0.002799,-0.000663,-0.000898,0.005737,-0.008613,-0.001938
690,-0.004824,-0.002609,0.004391,-6.18E-05,0.003826,0.004866,0.004932,0.000798
691,0.005955,0.005786,0.000501,-0.001904,0.003735,0.002538,0.003707,0.004419
692,0.000546,-0.002787,0.0019,-0.000621,0.002068,-0.005722,0.003151,0.003505
693,0.003573,0.004766,0.00023,0.011767,-0.000488,0.003653,-0.003164,-0.000313
694,-0.000483,2.33E-05,0.00145,0.001904,-0.002524,0.002634,0.005911,0.004712
695,0.004019,0.00226,-0.000636,0.003126,0.004982,0.006172,0.003501,0.000338
696,-0.000926,0.000317,0.003252,-0.0083,0.001439,-0.002143,-0.00145,0.001433
697,0.003104,0.003642,0.003018,0.003927,0.003685,0.002732,-0.007753,-0.001551
698,-0.000939,0.000946,0.001453,-0.001125,-0.000183,-0.000945,0.006596,0.002388
699,0.003695,-0.001728,0.001043,0.006611,0.002811,0.007325,0.004513,0.003747
700,0.001598,0.005861,-0.002554,0.000438,0.001822,-0.00034,0.002182,0.001111
701,0.002892,-0.002262,0.005222,0.003009,-0.003975,-0.005665,-0.001509,0.007492
702,0.000561,0.003892,-0.001517,0.004077,0.004848,0.009945,0.004323,-0.003937
703,0.000764,0.003292,0.004762,-0.003364,0.002747,0.000348,-0.001571,0.000447
704,0.001953,-0.00293,-0.001806,0.000736,0.005412,0.007874,-0.000222,0.001278
705,-0.000231,0.005161,0.005969,-0.004421,-0.002713,-0.011029,-0.003335,0.003972
706,0.003526,-0.000127,0.000379,0.010639,0.001588,0.007566,0.013166,0.001844
707,0.002981,0.002139,-0.003337,0.000871,-0.001078,-0.002425,-0.003522,0.002692
708,0.001008,-0.00138,0.007292,0.003736,0.005859,0.01246,0.003232,0.00187
709,0.00117,0.005473,-0.002948,-0.005826,-9.75E-05,-0.003928,-0.001827,0.000357
710,-2.93E-05,-0.001882,0.006972,0.005411,0.003003,-0.002517,0.000278,0.002524
711,0.002881,0.005083,-0.005548,-0.001704,0.000847,0.006095,0.00606,-0.001463
712,0.000863,0.000511,0.003186,0.004152,0.003312,0.00388,-0.004848,0.003993
713,0.003163,-0.002427,0.002625,0.001902,-0.000964,-0.001294,0.004801,0.000282
714,0.000455,0.007542,0.001577,0.003021,0.00097,-0.004944,5.90E-05,0.001153
715,0.002785,-0.001715,0.002082,-0.000511,0.003151,0.01142,0.004726,0.011865
716,0.001479,0.001036,0.001983,6.29E-05,0.001366,0.004717,-0.000402,-0.010522
717,0.00076,0.003405,0.000724,0.000723,0.003094,-0.001783,-0.002339,0.010715
718,0.00043,0.000445,0.000772,0.003429,0.001836,-0.004448,0.001989,-0.006299
719,0.002269,0.002193,-0.000615,0.000659,0.000495,-0.000481,0.005441,-0.001574
720,0.003467,0.001958,0.006354,0.003531,0.000779,0.009982,0.000868,0.014463
721,0.001262,-0.001021,-0.00186,0.000138,0.001327,0.00211,-0.00047,-0.008597
722,0.000698,0.003027,0.001673,0.00189,0.002834,0.002583,-0.002542,0.008417
723,0.001387,-0.000209,0.003288,-0.001519,0.000213,-0.004175,0.008761,-0.010466
724,0.001433,0.006762,9.86E-05,0.003481,0.005038,0.005374,0.000767,0.024711
725,0.001762,-0.005511,0.004953,-0.000784,-0.000994,0.000396,-0.00144,-0.016014
726,0.001627,0.006913,-0.005381,0.004971,0.005193,0.001943,-0.000661,0.003963
727,0.002202,0.000696,0.005766,-0.000817,-0.005134,-0.002139,0.002334,-0.006263
728,0.002213,-0.001104,-0.002218,0.003504,0.004154,0.007212,0.004587,0.02471
729,0.000325,0.006532,0.008514,0.001876,0.002639,0.004399,-0.002081,-0.014582
730,0.001365,-0.006934,-0.008176,0.001821,0.00598,3.89E-05,0.001491,0.004717
731,0.002369,0.011194,0.009075,-0.002381,-0.011476,-0.001537,0.002108,-0.004525
732,0.000821,-0.006602,-0.0003,8.24E-05,0.022651,-0.001893,0.003441,0.016363
733,0.001931,0.008733,-0.001931,0.003865,-0.020539,0.005227,-0.001631,-0.009424
734,0.002147,-0.005483,0.007225,0.003599,0.017169,0.009001,-0.000704,0.004201
735,0.002319,0.008457,-0.008556,0.003772,-0.007346,-0.005673,0.003248,-0.001756
736,-0.000343,-0.005309,0.012124,-0.002435,0.00556,0.004322,0.003181,0.01142
737,0.001649,0.002986,-0.008491,0.001129,0.0015,-0.001906,0.001635,-0.005159
738,0.001967,0.006574,0.009873,0.000755,-0.000942,0.009221,-0.000636,0.002679
739,0.00295,-0.004449,-0.004837,-0.000349,0.007814,-0.008568,0.002969,-0.002941
740,0.001984,0.007567,0.006865,0.003512,-0.005189,0.00857,0.000722,0.006924
741,-0.00129,-0.004759,-0.000398,0.003401,0.004727,-0.003506,0.000363,0.002107
742,0.002884,0.007071,-0.001351,0.004282,-0.001353,0.011814,-0.000268,0.004109
743,0.002301,-0.002003,0.010771,-0.001821,0.007747,-0.003407,0.003368,-0.003819
744,0.002082,0.000611,-0.014605,-0.000931,-0.003659,-0.000653,0.004802,0.002338
745,0.000564,0.002731,0.015762,0.001888,0.002442,0.001967,-0.000285,0.001734
746,0.002473,0.003587,-0.006681,0.002425,0.002725,-0.001318,-0.003381,0.008114
747,0.001394,-0.000889,0.005975,0.002988,0.001052,0.010203,0.001693,-0.005552
748,-0.000103,0.004311,0.003321,-0.000166,0.0041,-0.002996,0.005371,0.002494
749,0.002997,-0.003832,-0.007555,0.003715,-0.002812,0.005931,0.001693,0.002023
750,0.000477,0.005795,0.015431,0.001302,0.004776,-0.007038,-0.00201,0.006911
751,0.003773,0.00165,-0.015747,0.000701,0.002345,0.009075,-1.31E-05,-0.001492
752,0.000996,-0.001855,0.018709,-0.000542,-0.002168,-0.00109,0.007157,-0.000793
753,0.000998,0.004872,-0.010861,0.001132,0.003827,0.00249,0.00071,-3.26E-05
754,0.002621,-0.002161,0.007549,0.002563,0.000194,0.000186,-0.003086,0.006273
755,-0.000496,0.007972,-0.001219,0.004625,0.004943,0.004489,0.000572,-0.000613
756,0.001866,-0.003484,-0.001298,-0.001054,-0.001367,0.006227,0.006834,0.003238
757,0.002699,0.003623,0.008797,0.002371,0.004216,-0.005846,0.000569,0.004133
758,0.002526,-0.00297,-0.006608,-0.000492,-0.002253,-0.000102,-0.00247,0.000373
759,0.001373,0.006709,0.009541,0.002538,0.005047,0.002049,0.002274,-0.00289
760,0.000209,-0.001481,-0.004162,0.000517,-0.003033,0.009647,0.003863,0.001846
761,0.00137,0.004786,0.004654,0.001718,0.00452,-0.002056,0.000936,0.005442
762,0.001792,-0.001862,-0.002451,0.005393,0.005042,0.001817,-0.001949,0.003927
763,0.002892,0.00307,0.001958,-0.00083,-0.004194,-0.001399,0.002428,-0.000533
764,0.000323,0.001592,0.004723,0.00258,0.006261,0.008046,0.001533,0.00242
765,0.001515,0.001237,-0.000698,-0.001338,-0.001906,-0.005183,0.002814,-0.001759
766,0.004254,-0.000214,0.002551,0.00057,0.003407,0.001926,0.000381,0.002365
767,-0.001099,0.001593,-0.002757,0.004245,-0.001587,0.003529,0.00108,0.000132
768,0.0025,0.004657,0.007141,-0.000274,0.005008,0.009441,0.002493,0.010768
769,-0.000246,0.00044,-0.001126,0.007697,0.001243,-0.002766,0.00129,-0.002958
770,0.003251,0.000739,-0.002726,-0.004992,0.002208,-0.002764,-0.00145,-0.001463
771,0.001216,0.000464,0.007718,0.003999,-0.000668,0.001499,-1.83E-05,-0.000692
772,0.003346,0.003205,-0.002035,-0.00156,0.001385,0.003433,0.006947,0.006765
773,-6.59E-06,0.000877,0.004522,0.002955,0.002876,0.004123,0.002988,0.003587
774,0.002621,0.000829,-0.004599,0.00118,0.001208,0.002169,-0.003046,-0.002004
775,-0.00044,0.002095,0.009116,0.002151,0.001852,0.001724,-0.001406,0.003595
776,0.002772,0.001895,-0.005752,0.004948,0.000509,-0.001143,0.004606,0.002223
777,-0.000201,0.001733,0.007377,-0.000641,0.003186,0.002734,0.00337,0.001491
778,0.003781,0.001192,-0.002707,-0.000503,0.001277,0.000282,-0.002926,-0.004362
779,0.002796,0.001354,0.009587,0.003513,-0.000546,0.004022,-0.000709,0.00711
780,0.001118,-0.00052,-0.00455,0.001433,0.001765,0.000971,0.00849,0.003999
781,0.000169,0.003695,-0.005061,0.002332,0.002485,0.004004,0.003687,0.00296
782,0.000968,0.002408,0.011405,-0.003,0.003177,0.00162,-0.005196,-0.003876
783,0.001807,0.001945,-0.003745,0.006878,0.000618,-0.00143,-0.004409,0.001376
784,0.000974,-0.000652,0.005134,0.000764,-0.001009,-4.69E-05,0.007603,0.00188
785,0.004112,0.001652,-0.001525,0.001584,0.004697,0.003702,0.006072,0.005001
786,0.002679,0.001353,0.005229,-0.000406,6.88E-05,0.004847,-0.00436,-0.00039
787,0.000692,0.002856,-8.32E-05,0.000378,0.001854,0.002695,0.002247,0.003724
788,-0.001195,0.000457,-0.002772,0.004372,-0.000216,-0.00163,0.004608,0.000811
789,0.001248,0.003227,0.004775,-0.001538,0.00415,0.000234,0.000992,0.000965
790,0.002808,0.000352,0.001607,0.00532,0.001108,0.005027,-0.004597,0.001412
791,0.003188,0.00167,0.000353,0.000348,0.001576,0.001047,0.000616,0.002251
792,0.000298,0.001469,0.00531,0.00165,-0.001297,0.000195,0.006443,0.000153
793,0.002995,-0.000667,-0.004568,0.002958,0.0019,0.000937,0.00431,0.002945
794,0.001471,0.003946,0.009682,-0.002297,0.002054,0.005356,-0.003127,0.004276
795,0.000236,0.002189,-0.008451,0.003948,0.004886,0.002736,0.00144,0.003116
796,0.000916,0.002627,0.007688,0.001142,-0.000332,0.002888,0.001311,-0.003326
797,0.00112,-0.002169,-0.004618,0.00419,0.000223,-0.005827,0.002061,0.000331
798,0.002532,0.002378,0.007469,6.55E-05,0.000234,0.003626,-0.004441,0.003544
799,0.002745,0.002182,0.000342,-0.000687,0.00382,0.003081,0.007208,0.004927
800,0.002428,0.00088,0.001357,0.003716,-0.000357,0.00383,0.002573,-0.000337
801,0.000541,0.002545,2.39E-05,-0.000437,0.002183,0.000827,0.004335,0.0014
802,0.000934,-0.000628,0.003685,0.003496,0.002629,-0.00194,-0.00683,0.001863
803,0.000872,0.005364,1.87E-05,-0.001519,0.002557,0.004377,0.002909,0.002153
804,0.000717,-0.000561,-0.00642,0.006329,-1.63E-05,0.008556,0.002903,0.002502
805,0.003155,0.000155,0.006646,-0.001,-0.001857,-0.001889,0.001886,-0.007223
806,0.003586,0.00157,0.006684,0.002316,0.002534,-0.003622,-5.79E-05,0.009747
807,0.001031,0.002152,0.002165,0.001108,0.003448,-0.001189,0.001429,0.00735
808,-0.000597,0.002569,0.003719,0.000405,0.003461,0.007128,0.004741,0.004496
809,0.002254,0.000264,-0.001036,0.003286,-0.000661,0.007043,0.000933,-0.020264
810,0.001947,0.004198,-0.007151,-0.000386,-0.000452,-0.00298,-0.002881,0.003382
811,0.000829,-0.001969,0.002165,0.005197,0.002558,0.000136,0.000351,0.020928
812,0.001363,0.003688,-0.000729,0.001867,0.000996,0.000455,0.003618,0.005183
813,0.003507,-0.001033,0.006487,0.000623,0.001924,0.00439,0.003286,-0.006708
814,0.001699,0.003209,0.008471,-0.000422,0.000781,0.008201,0.000672,-0.023508
815,0.002312,0.002851,0.000947,-0.000887,0.004052,-0.012149,0.001452,0.02293
816,-0.001066,-0.001773,-0.000339,0.004578,0.000151,0.008518,0.000676,0.005244
817,0.00058,0.004619,-0.001812,-0.000661,0.002537,0.003842,-0.001249,0.007425
818,0.003142,0.000133,-0.000679,0.010586,-0.002857,0.005309,0.004009,-0.016011
819,0.002621,0.002803,0.005795,-0.008171,0.002866,-0.008523,-0.003564,0.012599
820,0.00317,-0.001903,-0.002405,0.007123,0.001163,0.004424,0.01142,0.002527
821,-0.000229,0.004645,0.004395,-0.00314,0.005194,0.007929,-0.000906,0.00271
822,0.00112,0.002098,6.81E-05,0.004258,0.002065,0.00149,-0.013168,-0.012451
823,0.001945,-0.001427,0.008692,-0.001066,-0.005005,-0.001057,0.021321,0.007356
824,-8.58E-05,0.003527,-0.008382,0.003382,0.008472,-0.003448,-0.009545,0.011905
825,0.003598,0.001563,0.009848,0.007351,-0.007034,0.00639,0.016022,0.004976
826,-3.39E-05,0.001239,-0.009405,-0.003767,0.008971,0.004313,-0.047099,-0.010162
827,0.005954,0.000583,0.011574,0.001746,-0.005402,0.000494,0.051571,-0.000243
828,-0.001772,0.003031,-0.011072,-0.001228,0.008873,-0.003923,-0.021542,0.007849
829,0.001639,-0.001899,0.011986,0.007519,-0.001262,0.005227,0.028259,0.002671
830,0.001458,0.004715,0.002271,-0.002229,0.002689,0.005499,-0.024118,-0.0054
831,0.001272,0.00049,-0.000516,0.001799,-0.003753,-0.000274,-0.001444,0.002243
832,0.001854,0.001944,0.000253,0.001859,0.005136,-0.003142,0.005486,0.010864
833,0.002481,0.002841,-0.002618,0.003036,-0.000149,0.002399,0.009139,0.002532
834,0.00282,-0.002596,0.00796,0.001244,0.003738,0.009342,-0.000346,-0.007015
835,-8.26E-05,0.005907,-0.006015,-0.000494,-3.52E-05,0.00266,-0.004255,0.000864
836,0.000506,0.001477,0.004305,0.003207,0.003437,-0.005953,0.011833,0.004394
837,0.002577,-0.004432,0.007207,0.001148,-0.002741,3.30E-05,-0.00055,0.004551
838,0.001724,0.007934,2.78E-05,0.000874,0.00554,0.005887,-0.003093,-0.00087
839,7.59E-05,-0.00214,-0.000783,0.002535,-0.00119,0.004131,-0.014071,0.004393
840,0.006409,0.006032,-0.004672,0.001753,0.002099,-8.54E-06,0.018779,0.002719
841,-0.00395,-0.004244,0.008637,0.002612,0.001512,0.000601,0.003797,-0.000783
842,0.005413,0.003605,-0.001908,-0.00113,0.00113,0.00198,-0.002802,-0.002234
843,-0.000959,0.000959,0.002175,0.004783,0.00382,0.004874,-0.00173,0.003143
844,0.003855,0.003692,0.001216,-0.003554,-0.00364,-0.003106,0.002173,0.005422
845,-0.001861,-0.000447,0.005802,0.007784,0.005639,0.001686,0.001587,-0.000153
846,0.004275,0.003251,-0.000938,-0.00173,-0.000516,0.003434,-0.003528,0.000908
847,0.0016,-0.001454,-0.000381,0.003031,0.003011,0.004616,0.00672,0.003448
848,0.001997,0.007391,0.000483,-0.0006,0.003103,0.002187,9.02E-05,0.002702
849,0.000484,-0.003663,0.006451,0.00142,-0.006958,-0.002578,0.008517,-0.001806
850,0.001491,0.002217,-0.003227,0.003709,0.01029,-0.000288,-0.005934,0.000253
851,0.000191,0.000638,0.002319,0.000438,-0.001512,0.00445,0.001044,0.004991
852,0.007,0.004007,0.005583,0.003281,0.000589,0.006126,0.005,0.003353
853,-0.002909,0.000951,-0.001699,0.000124,0.002832,-0.001027,-0.003457,0.000171
854,0.002801,0.001397,0.003458,0.002297,0.002292,0.00092,0.003089,0.002088
855,0.000493,0.00109,-0.002251,-0.000831,-0.001248,-0.000443,0.002183,0.001275
856,0.004132,-0.000452,0.004171,0.003685,0.002519,0.003991,0.003437,0.001826
857,-9.56E-05,0.006364,-0.001031,0.001,0.002293,0.003096,-0.001308,0.000214
858,0.002175,-0.005102,0.004292,0.00324,-0.001599,-0.000266,-0.000132,0.000616
859,0.001002,0.008914,0.000543,0.000495,0.005059,0.001281,-9.57E-08,0.006243
860,0.002229,-0.005684,0.002264,0.000514,0.005292,0.005008,0.00306,-0.001298
861,0.00109,0.007091,0.000606,0.000694,-0.010318,0.001287,0.001672,0.003811
862,0.002269,0.001372,0.000384,0.006228,0.013681,-0.001078,0.000959,-0.001145
863,7.05E-06,-0.001435,-0.000528,0.001071,-0.010231,-0.001045,-8.65E-05,0.003468
864,0.002881,0.001589,0.00516,0.000596,0.012682,0.004784,0.005193,-0.003242
865,0.002815,0.002972,-0.000435,-0.003884,-0.007598,0.004621,-0.000316,0.005883
866,0.000687,0.001212,0.003143,0.000288,0.009522,0.003256,0.000192,0.003475
867,0.001496,0.002203,-0.000927,0.007838,-0.004662,-0.003376,0.003396,0.003166
868,5.58E-05,0.000705,0.003513,0.005951,0.003253,0.001772,-0.000874,-0.00424
869,0.00312,-0.000972,-0.000905,-0.000322,0.003352,0.002482,0.002284,0.004934
870,0.001125,0.006958,0.00248,0.000224,-0.002002,0.003344,-0.000392,0.001495
871,0.003355,-0.00085,0.001309,-0.002788,0.004343,0.000315,0.007239,0.000106
872,-0.000264,-0.001219,0.001424,0.002024,-0.001698,0.002115,-0.005216,-0.000316
873,0.003255,0.002431,0.00225,0.000642,0.008329,0.004523,-0.001048,0.007981
874,-0.001289,0.003494,-0.001233,0.003406,-0.00495,0.001097,0.007178,0.004156
875,0.004193,0.003003,0.005202,0.00679,0.003788,-0.00191,0.003004,-0.004678
876,0.000394,-0.002939,-0.000559,0.002591,-0.002994,0.000803,-0.002422,-0.001902
877,0.002612,0.005932,0.001658,-0.002019,0.010205,0.004114,-0.00626,0.003212
878,0.001066,-0.004024,-0.000281,-0.001899,-0.006962,0.004202,0.006206,0.008234
879,0.002485,0.008791,0.003403,0.000981,0.007071,0.003,0.009289,-0.000839
880,0.001493,-0.006824,0.000722,0.004966,3.76E-05,-0.003602,-0.00052,0.000824
881,0.000486,0.007013,0.000748,0.000179,0.000814,0.003311,-0.002665,0.000899
882,0.001307,0.002387,0.006137,0.006109,0.002831,0.001768,-0.000368,0.002792
883,0.002129,-0.00286,-0.004261,-0.001381,-0.004358,0.004387,0.004628,9.99E-05
884,0.003606,0.006957,0.008181,0.004397,0.009448,-0.002307,-0.002392,0.000738
885,0.00075,-0.003799,-0.007154,-0.003988,-0.00421,0.003214,0.003351,0.004586
886,0.000517,0.004763,0.005646,0.002554,0.00725,0.003683,0.005588,0.003036
887,0.002342,-0.002812,0.003502,-4.04E-05,-0.001822,0.001591,0.001557,0.002636
888,0.001,0.006778,0.000885,0.006546,0.000951,-0.002293,-0.003797,-0.001765
889,0.001644,0.001326,0.002621,-0.000735,0.000322,0.003787,-0.003469,0.002341
890,0.000898,-0.001814,-0.00325,0.006503,0.004113,0.004669,0.00724,0.000636
891,0.003764,0.004124,0.005479,-0.003997,0.000531,0.000437,0.000598,0.002799
892,0.001267,-0.002351,-0.004704,0.003443,0.003342,0.001231,0.001741,-0.000124
893,0.001595,0.008006,0.007111,-0.002594,-0.002622,-0.003937,-0.001147,0.001621
894,0.000518,-0.004734,0.000701,0.00281,0.010112,0.006841,0.007453,0.004743
895,0.000892,0.004392,0.001502,0.004248,-0.009106,0.002433,-0.000242,-3.26E-05
896,0.002617,0.002254,0.003752,0.005419,0.008739,0.003577,-0.007089,0.002352
897,0.001169,0.001236,-0.007557,-0.000264,-0.006285,-0.001197,0.003023,-0.000313
898,0.003057,0.000578,0.011092,-0.001461,0.009124,2.39E-05,0.007667,0.004031
899,0.003275,0.000792,-0.007071,-0.000975,0.001546,0.003399,0.005128,-0.000581
900,-0.000821,0.001266,0.0086,0.002467,-0.002924,0.000879,-0.005173,0.002847
901,0.000798,0.005051,-0.003073,0.002695,0.007975,0.005586,-0.001923,0.0028
902,3.30E-05,0.000338,0.00542,0.003338,-0.007511,-0.004397,0.004596,0.002526
903,0.005058,-0.002199,0.000538,0.002082,0.008527,0.007266,0.005201,-0.001846
904,-0.000122,0.006203,-0.004017,0.004186,-0.003539,-0.000398,-0.003335,0.003833
905,0.003826,-0.003997,0.006058,-0.003658,0.007857,0.00405,-0.003318,0.001545
906,0.000296,0.008646,-0.000466,0.000986,-0.001803,-0.002009,0.007636,0.002289
907,0.0034,-0.004916,0.001612,-0.000928,-0.000201,0.00098,0.002187,-0.001747
908,-0.001912,0.006067,0.001313,0.00501,0.009218,0.002686,0.002571,0.002853
909,0.002427,-0.00241,-0.000896,0.003695,-0.011779,0.006069,-0.007668,0.004624
910,0.000822,0.005682,0.008754,0.00358,0.008247,-0.000621,0.00465,0.003134
911,0.002549,-0.002622,-0.003785,-0.001265,0.006129,0.000518,0.004639,-0.003572
912,0.006398,0.004337,0.002184,7.39E-05,-0.004106,0.000953,-0.000376,0.003817
913,-0.001263,0.000308,0.001487,0.000348,0.000968,0.005106,0.00304,0.000208
914,6.36E-05,0.002794,0.000736,0.001305,0.007968,-0.000429,-0.011041,0.007554
915,0.000291,0.001307,0.003294,0.002829,-0.006183,-0.000881,0.027588,-0.005676
916,0.002482,-0.000859,-0.001921,0.001766,0.005171,0.000867,-0.001163,0.005729
917,0.002077,0.004343,0.009258,0.002365,0.000903,0.00953,-0.0224,0.000866
918,0.002299,0.000284,-0.006955,0.00314,0.005516,-0.00055,0.015964,0.004348
919,0.002943,0.002336,0.005572,0.000381,-0.00322,-0.000268,-0.04547,-0.000546
920,0.000964,0.000964,-0.002661,-0.002513,0.004069,-0.002887,0.083566,0.001526
921,0.000705,-9.10E-05,0.003872,0.00294,0.000401,0.006357,-0.045417,0.002513
922,0.000172,0.001928,0.0048,-0.000483,0.000445,0.00158,0.051372,-0.0008
923,0.001523,0.002128,-0.002935,0.006851,0.001768,0.004954,-0.078439,0.003831
924,0.002735,0.0025,0.006418,0.001865,0.002654,-0.007118,0.037188,0.000512
925,0.003587,0.002315,-0.00408,0.000596,0.004726,0.009947,-0.025622,0.004027
926,0.001351,-0.001301,0.005449,-0.002016,6.40E-06,-0.001866,0.048533,-0.000333
927,0.001349,0.003318,-0.003068,0.001108,-0.002299,0.005499,-0.015761,0.001756
928,0.000293,0.008703,0.004387,0.001704,0.004142,-0.005181,0.019808,0.002447
929,-0.000563,-0.018821,0.00441,0.002076,0.001073,0.004124,-0.024285,0.000864
930,0.00224,0.027105,-0.007444,0.00369,0.002829,0.006475,0.003757,0.003402
